Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD11A2_061_Line_Y_1km,MOD11A2_061_Sample_X_1km,MOD11A2_061_LST_Day_1km,MOD11A2_061_QC_Day,MOD11A2_061_QC_Day_bitmask,MOD11A2_061_QC_Day_MODLAND,MOD11A2_061_QC_Day_MODLAND_Description,MOD11A2_061_QC_Day_Data_Quality_flag,MOD11A2_061_QC_Day_Data_Quality_flag_Description,MOD11A2_061_QC_Day_Emis_Error_flag,MOD11A2_061_QC_Day_Emis_Error_flag_Description,MOD11A2_061_QC_Day_LST_Error_Flag,MOD11A2_061_QC_Day_LST_Error_Flag_Description
Bhubaneswar,SaheedNagar,20.2961,85.8245,2026-04-07,h26v06,1164.0,59.0,306.62,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SaheedNagar,20.2961,85.8245,2026-04-15,h26v06,1164.0,59.0,301.94,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SaheedNagar,20.2961,85.8245,2026-04-23,h26v06,1164.0,59.0,306.18,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SaheedNagar,20.2961,85.8245,2026-05-01,h26v06,1164.0,59.0,304.86,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Bhubaneswar,SuryaNagar,20.2944,85.835,2026-02-26,h26v06,1164.0,60.0,303.36,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SuryaNagar,20.2944,85.835,2026-03-06,h26v06,1164.0,60.0,303.02,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SuryaNagar,20.2944,85.835,2026-03-14,h26v06,1164.0,60.0,301.34,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SuryaNagar,20.2944,85.835,2026-03-22,h26v06,1164.0,60.0,303.34,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SuryaNagar,20.2944,85.835,2026-03-30,h26v06,1164.0,60.0,305.12,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SuryaNagar,20.2944,85.835,2026-04-07,h26v06,1164.0,60.0,306.28,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SuryaNagar,20.2944,85.835,2026-04-15,h26v06,1164.0,60.0,303.12,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SuryaNagar,20.2944,85.835,2026-04-23,h26v06,1164.0,60.0,305.72,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,SuryaNagar,20.2944,85.835,2026-05-01,h26v06,1164.0,60.0,304.72,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Bhubaneswar,VaniVihar,20.3042,85.8231,2026-02-26,h26v06,1163.0,58.0,303.74,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Bhubaneswar,VaniVihar,20.3042,85.8231,2026-03-06,h26v06,1163.0,58.0,303.6,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Bhubaneswar,VaniVihar,20.3042,85.8231,2026-03-14,h26v06,1163.0,58.0,301.16,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Bhubaneswar,VaniVihar,20.3042,85.8231,2026-03-22,h26v06,1163.0,58.0,303.78,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Bhubaneswar,VaniVihar,20.3042,85.8231,2026-03-30,h26v06,1163.0,58.0,305.42,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Bhubaneswar,VaniVihar,20.3042,85.8231,2026-04-07,h26v06,1163.0,58.0,306.72,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Bhubaneswar,VaniVihar,20.3042,85.8231,2026-04-15,h26v06,1163.0,58.0,301.28,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Bhubaneswar,VaniVihar,20.3042,85.8231,2026-04-23,h26v06,1163.0,58.0,306.44,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Bhubaneswar,VaniVihar,20.3042,85.8231,2026-05-01,h26v06,1163.0,58.0,305.08,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
